product_id,hs4,atlas_color,,
624,5406,"(0, 176, 80)",,
625,5407,"(0, 176, 80)",,
626,5408,"(0, 176, 80)",,
627,5501,"(0, 176, 80)",,
628,5502,"(0, 176, 80)",,
629,5503,"(0, 176, 80)",,
630,5504,"(0, 176, 80)",,
631,5505,"(0, 176, 80)",,
632,5506,"(0, 176, 80)",,
633,5507,"(0, 176, 80)",,
634,5508,"(0, 176, 80)",,
635,5509,"(0, 176, 80)",,
636,5510,"(0, 176, 80)",,
637,5511,"(0, 176, 80)",,
638,5512,"(0, 176, 80)",,
639,5513,"(0, 176, 80)",,
640,5514,"(0, 176, 80)",,
641,5515,"(0, 176, 80)",,
642,5516,"(0, 176, 80)",,
643,5601,"(0, 176, 80)",,
644,5602,"(0, 176, 80)",,
645,5603,"(0, 176, 80)",,
646,5604,"(0, 176, 80)",,
647,5605,"(0, 176, 80)",,
648,5606,"(0, 176, 80)",,
649,5607,"(0, 176, 80)",,
650,5608,"(0, 176, 80)",,
651,5609,"(0, 176, 80)",,
652,5701,"(0, 176, 80)",,
653,5702,"(0, 176, 80)",,
654,5703,"(0, 176, 80)",,
655,5704,"(0, 176, 80)",,
656,5705,"(0, 176, 80)",,
657,5801,"(0, 176, 80)",,
658,5802,"(0, 176, 80)",,
659,5803,"(0, 176, 80)",,
660,5804,"(0, 176, 80)",,
661,5805,"(0, 176, 80)",,
662,5806,"(0, 176, 80)",,
663,5807,"(0, 176, 80)",,
664,5808,"(0, 176, 80)",,
665,5809,"(0, 176, 80)",,
666,5810,"(0, 176, 80)",,
667,5811,"(0, 176, 80)",,
668,5901,"(0, 176, 80)",,
669,5902,"(0, 176, 80)",,
670,5903,"(0, 176, 80)",,
671,5904,"(0, 176, 80)",,
672,5905,"(0, 176, 80)",,
673,5906,"(0, 176, 80)",,
674,5907,"(0, 176, 80)",,
675,5908,"(0, 176, 80)",,
676,5909,"(0, 176, 80)",,
677,5910,"(0, 176, 80)",,
678,5911,"(0, 176, 80)",,
679,6001,"(0, 176, 80)",,
680,6002,"(0, 176, 80)",,
681,6101,"(0, 176, 80)",,
682,6102,"(0, 176, 80)",,
683,6103,"(0, 176, 80)",,
684,6104,"(0, 176, 80)",,
685,6105,"(0, 176, 80)",,
686,6106,"(0, 176, 80)",,
687,6107,"(0, 176, 80)",,
688,6108,"(0, 176, 80)",,
689,6109,"(0, 176, 80)",,
690,6110,"(0, 176, 80)",,
691,6111,"(0, 176, 80)",,
692,6112,"(0, 176, 80)",,
693,6113,"(0, 176, 80)",,
694,6114,"(0, 176, 80)",,
695,6115,"(0, 176, 80)",,
696,6116,"(0, 176, 80)",,
697,6117,"(0, 176, 80)",,
698,6201,"(0, 176, 80)",,
699,6202,"(0, 176, 80)",,
700,6203,"(0, 176, 80)",,
701,6204,"(0, 176, 80)",,
702,6205,"(0, 176, 80)",,
703,6206,"(0, 176, 80)",,
704,6207,"(0, 176, 80)",,
705,6208,"(0, 176, 80)",,
706,6209,"(0, 176, 80)",,
707,6210,"(0, 176, 80)",,
708,6211,"(0, 176, 80)",,
709,6212,"(0, 176, 80)",,
710,6213,"(0, 176, 80)",,
711,6214,"(0, 176, 80)",,
712,6215,"(0, 176, 80)",,
713,6216,"(0, 176, 80)",,
714,6217,"(0, 176, 80)",,
715,6301,"(0, 176, 80)",,
716,6302,"(0, 176, 80)",,
717,6303,"(0, 176, 80)",,
718,6304,"(0, 176, 80)",,
719,6305,"(0, 176, 80)",,
720,6306,"(0, 176, 80)",,
721,6307,"(0, 176, 80)",,
722,6308,"(0, 176, 80)",,
723,6309,"(0, 176, 80)",,
724,6310,"(0, 176, 80)",,
725,6401,"(103, 203, 53)",,
726,6402,"(103, 203, 53)",,
727,6403,"(103, 203, 53)",,
728,6404,"(103, 203, 53)",,
729,6405,"(103, 203, 53)",,
730,6406,"(103, 203, 53)",,
731,6501,"(103, 203, 53)",,
732,6502,"(103, 203, 53)",,
733,6503,"(103, 203, 53)",,
734,6504,"(103, 203, 53)",,
735,6505,"(103, 203, 53)",,
736,6506,"(103, 203, 53)",,
737,6507,"(103, 203, 53)",,
738,6601,"(103, 203, 53)",,
739,6602,"(103, 203, 53)",,
740,6603,"(103, 203, 53)",,
741,6701,"(103, 203, 53)",,
742,6702,"(103, 203, 53)",,
743,6703,"(103, 203, 53)",,
744,6704,"(103, 203, 53)",,
745,6801,"(245, 106, 1)",,
746,6802,"(245, 106, 1)",,
747,6803,"(245, 106, 1)",,
748,6804,"(245, 106, 1)",,
749,6805,"(245, 106, 1)",,
750,6806,"(245, 106, 1)",,
751,6807,"(245, 106, 1)",,
752,6808,"(245, 106, 1)",,
753,6809,"(245, 106, 1)",,
754,6810,"(245, 106, 1)",,
755,6811,"(245, 106, 1)",,
756,6812,"(245, 106, 1)",,
757,6813,"(245, 106, 1)",,
758,6814,"(245, 106, 1)",,
759,6815,"(245, 106, 1)",,
760,6901,"(245, 106, 1)",,
761,6902,"(245, 106, 1)",,
762,6903,"(245, 106, 1)",,
763,6904,"(245, 106, 1)",,
764,6905,"(245, 106, 1)",,
765,6906,"(245, 106, 1)",,
766,6907,"(245, 106, 1)",,
767,6908,"(245, 106, 1)",,
768,6909,"(245, 106, 1)",,
769,6910,"(245, 106, 1)",,
770,6911,"(245, 106, 1)",,
771,6912,"(245, 106, 1)",,
772,6913,"(245, 106, 1)",,
773,6914,"(245, 106, 1)",,
774,7001,"(245, 106, 1)",,
775,7002,"(245, 106, 1)",,
776,7003,"(245, 106, 1)",,
777,7004,"(245, 106, 1)",,
778,7005,"(245, 106, 1)",,
779,7006,"(245, 106, 1)",,
780,7007,"(245, 106, 1)",,
781,7008,"(245, 106, 1)",,
782,7009,"(245, 106, 1)",,
783,7010,"(245, 106, 1)",,
784,7011,"(245, 106, 1)",,
785,7012,"(245, 106, 1)",,
786,7013,"(245, 106, 1)",,
787,7014,"(245, 106, 1)",,
788,7015,"(245, 106, 1)",,
789,7016,"(245, 106, 1)",,
790,7017,"(245, 106, 1)",,
791,7018,"(245, 106, 1)",,
792,7019,"(245, 106, 1)",,
793,7020,"(245, 106, 1)",,
794,7101,"(245, 106, 1)",,
795,7102,"(245, 106, 1)",,
796,7103,"(245, 106, 1)",,
797,7104,"(245, 106, 1)",,
798,7105,"(245, 106, 1)",,
799,7106,"(245, 106, 1)",,
800,7107,"(245, 106, 1)",,
801,7108,"(245, 106, 1)",,
802,7109,"(245, 106, 1)",,
803,7110,"(245, 106, 1)",,
804,7111,"(245, 106, 1)",,
805,7112,"(245, 106, 1)",,
806,7113,"(245, 106, 1)",,
807,7114,"(245, 106, 1)",,
808,7115,"(245, 106, 1)",,
809,7116,"(245, 106, 1)",,
810,7117,"(245, 106, 1)",,
811,7118,"(245, 106, 1)",,
812,7201,"(112, 37, 0)",,
813,7202,"(112, 37, 0)",,
814,7203,"(112, 37, 0)",,
815,7204,"(112, 37, 0)",,
816,7205,"(112, 37, 0)",,
817,7206,"(112, 37, 0)",,
818,7207,"(112, 37, 0)",,
819,7208,"(112, 37, 0)",,
820,7209,"(112, 37, 0)",,
821,7210,"(112, 37, 0)",,
822,7211,"(112, 37, 0)",,
823,7212,"(112, 37, 0)",,
824,7213,"(112, 37, 0)",,
825,7214,"(112, 37, 0)",,
826,7215,"(112, 37, 0)",,
827,7216,"(112, 37, 0)",,
828,7217,"(112, 37, 0)",,
829,7218,"(112, 37, 0)",,
830,7219,"(112, 37, 0)",,
831,7220,"(112, 37, 0)",,
832,7221,"(112, 37, 0)",,
833,7222,"(112, 37, 0)",,
834,7223,"(112, 37, 0)",,
835,7224,"(112, 37, 0)",,
836,7225,"(112, 37, 0)",,
837,7226,"(112, 37, 0)",,
838,7227,"(112, 37, 0)",,
839,7228,"(112, 37, 0)",,
840,7229,"(112, 37, 0)",,
841,7301,"(112, 37, 0)",,
842,7302,"(112, 37, 0)",,
843,7303,"(112, 37, 0)",,
844,7304,"(112, 37, 0)",,
845,7305,"(112, 37, 0)",,
846,7306,"(112, 37, 0)",,
847,7307,"(112, 37, 0)",,
848,7308,"(112, 37, 0)",,
849,7309,"(112, 37, 0)",,
850,7310,"(112, 37, 0)",,
851,7311,"(112, 37, 0)",,
852,7312,"(112, 37, 0)",,
853,7313,"(112, 37, 0)",,
854,7314,"(112, 37, 0)",,
855,7315,"(112, 37, 0)",,
856,7316,"(112, 37, 0)",,
857,7317,"(112, 37, 0)",,
858,7318,"(112, 37, 0)",,
859,7319,"(112, 37, 0)",,
860,7320,"(112, 37, 0)",,
861,7321,"(112, 37, 0)",,
862,7322,"(112, 37, 0)",,
863,7323,"(112, 37, 0)",,
864,7324,"(112, 37, 0)",,
865,7325,"(112, 37, 0)",,
866,7326,"(112, 37, 0)",,
867,7401,"(112, 37, 0)",,
868,7402,"(112, 37, 0)",,
869,7403,"(112, 37, 0)",,
870,7404,"(112, 37, 0)",,
871,7405,"(112, 37, 0)",,
872,7406,"(112, 37, 0)",,
873,7407,"(112, 37, 0)",,
874,7408,"(112, 37, 0)",,
875,7409,"(112, 37, 0)",,
876,7410,"(112, 37, 0)",,
877,7411,"(112, 37, 0)",,
878,7412,"(112, 37, 0)",,
879,7413,"(112, 37, 0)",,
880,7414,"(112, 37, 0)",,
881,7415,"(112, 37, 0)",,
882,7416,"(112, 37, 0)",,
883,7417,"(112, 37, 0)",,
884,7418,"(112, 37, 0)",,
885,7419,"(112, 37, 0)",,
886,7501,"(112, 37, 0)",,
887,7502,"(112, 37, 0)",,
888,7503,"(112, 37, 0)",,
889,7504,"(112, 37, 0)",,
890,7505,"(112, 37, 0)",,
891,7506,"(112, 37, 0)",,
892,7507,"(112, 37, 0)",,
893,7508,"(112, 37, 0)",,
894,7601,"(112, 37, 0)",,
895,7602,"(112, 37, 0)",,
896,7603,"(112, 37, 0)",,
897,7604,"(112, 37, 0)",,
898,7605,"(112, 37, 0)",,
899,7606,"(112, 37, 0)",,
900,7607,"(112, 37, 0)",,
901,7608,"(112, 37, 0)",,
902,7609,"(112, 37, 0)",,
903,7610,"(112, 37, 0)",,
904,7611,"(112, 37, 0)",,
905,7612,"(112, 37, 0)",,
906,7613,"(112, 37, 0)",,
907,7614,"(112, 37, 0)",,
908,7615,"(112, 37, 0)",,
909,7616,"(112, 37, 0)",,
910,7801,"(112, 37, 0)",,
911,7802,"(112, 37, 0)",,
912,7803,"(112, 37, 0)",,
913,7804,"(112, 37, 0)",,
914,7805,"(112, 37, 0)",,
915,7806,"(112, 37, 0)",,
916,7901,"(112, 37, 0)",,
917,7902,"(112, 37, 0)",,
918,7903,"(112, 37, 0)",,
919,7904,"(112, 37, 0)",,
920,7905,"(112, 37, 0)",,
921,7906,"(112, 37, 0)",,
922,7907,"(112, 37, 0)",,
923,8001,"(112, 37, 0)",,
924,8002,"(112, 37, 0)",,
925,8003,"(112, 37, 0)",,
926,8004,"(112, 37, 0)",,
927,8005,"(112, 37, 0)",,
928,8006,"(112, 37, 0)",,
929,8007,"(112, 37, 0)",,
930,8101,"(112, 37, 0)",,
931,8102,"(112, 37, 0)",,
932,8103,"(112, 37, 0)",,
933,8104,"(112, 37, 0)",,
934,8105,"(112, 37, 0)",,
935,8106,"(112, 37, 0)",,
936,8107,"(112, 37, 0)",,
937,8108,"(112, 37, 0)",,
938,8109,"(112, 37, 0)",,
939,8110,"(112, 37, 0)",,
940,8111,"(112, 37, 0)",,
941,8112,"(112, 37, 0)",,
942,8113,"(112, 37, 0)",,
943,8201,"(112, 37, 0)",,
944,8202,"(112, 37, 0)",,
945,8203,"(112, 37, 0)",,
946,8204,"(112, 37, 0)",,
947,8205,"(112, 37, 0)",,
948,8206,"(112, 37, 0)",,
949,8207,"(112, 37, 0)",,
950,8208,"(112, 37, 0)",,
951,8209,"(112, 37, 0)",,
952,8210,"(112, 37, 0)",,
953,8211,"(112, 37, 0)",,
954,8212,"(112, 37, 0)",,
955,8213,"(112, 37, 0)",,
956,8214,"(112, 37, 0)",,
957,8215,"(112, 37, 0)",,
958,8301,"(112, 37, 0)",,
959,8302,"(112, 37, 0)",,
960,8303,"(112, 37, 0)",,
961,8304,"(112, 37, 0)",,
962,8305,"(112, 37, 0)",,
963,8306,"(112, 37, 0)",,
964,8307,"(112, 37, 0)",,
965,8308,"(112, 37, 0)",,
966,8309,"(112, 37, 0)",,
967,8310,"(112, 37, 0)",,
968,8311,"(112, 37, 0)",,
969,8401,"(83, 189, 255)",,
970,8402,"(83, 189, 255)",,
971,8403,"(83, 189, 255)",,
972,8404,"(83, 189, 255)",,
973,8405,"(83, 189, 255)",,
974,8406,"(83, 189, 255)",,
975,8407,"(83, 189, 255)",,
976,8408,"(83, 189, 255)",,
977,8409,"(83, 189, 255)",,
978,8410,"(83, 189, 255)",,
979,8411,"(83, 189, 255)",,
980,8412,"(83, 189, 255)",,
981,8413,"(83, 189, 255)",,
982,8414,"(83, 189, 255)",,
983,8415,"(83, 189, 255)",,
984,8416,"(83, 189, 255)",,
985,8417,"(83, 189, 255)",,
986,8418,"(83, 189, 255)",,
987,8419,"(83, 189, 255)",,
988,8420,"(83, 189, 255)",,
989,8421,"(83, 189, 255)",,
990,8422,"(83, 189, 255)",,
991,8423,"(83, 189, 255)",,
992,8424,"(83, 189, 255)",,
993,8425,"(83, 189, 255)",,
994,8426,"(83, 189, 255)",,
995,8427,"(83, 189, 255)",,
996,8428,"(83, 189, 255)",,
997,8429,"(83, 189, 255)",,
998,8430,"(83, 189, 255)",,
999,8431,"(83, 189, 255)",,
1000,8432,"(83, 189, 255)",,
1001,8433,"(83, 189, 255)",,
1002,8434,"(83, 189, 255)",,
1003,8435,"(83, 189, 255)",,
1004,8436,"(83, 189, 255)",,
1005,8437,"(83, 189, 255)",,
1006,8438,"(83, 189, 255)",,
1007,8439,"(83, 189, 255)",,
1008,8440,"(83, 189, 255)",,
1009,8441,"(83, 189, 255)",,
1010,8442,"(83, 189, 255)",,
1011,8443,"(83, 189, 255)",,
1012,8444,"(83, 189, 255)",,
1013,8445,"(83, 189, 255)",,
1014,8446,"(83, 189, 255)",,
1015,8447,"(83, 189, 255)",,
1016,8448,"(83, 189, 255)",,
1017,8449,"(83, 189, 255)",,
1018,8450,"(83, 189, 255)",,
1019,8451,"(83, 189, 255)",,
1020,8452,"(83, 189, 255)",,
1021,8453,"(83, 189, 255)",,
1022,8454,"(83, 189, 255)",,
1023,8455,"(83, 189, 255)",,
1024,8456,"(83, 189, 255)",,
1025,8457,"(83, 189, 255)",,
1026,8458,"(83, 189, 255)",,
1027,8459,"(83, 189, 255)",,
1028,8460,"(83, 189, 255)",,
1029,8461,"(83, 189, 255)",,
1030,8462,"(83, 189, 255)",,
1031,8463,"(83, 189, 255)",,
1032,8464,"(83, 189, 255)",,
1033,8465,"(83, 189, 255)",,
1034,8466,"(83, 189, 255)",,
1035,8467,"(83, 189, 255)",,
1036,8468,"(83, 189, 255)",,
1037,8469,"(83, 189, 255)",,
1038,8470,"(83, 189, 255)",,
1039,8471,"(83, 189, 255)",,
1040,8472,"(83, 189, 255)",,
1041,8473,"(83, 189, 255)",,
1042,8474,"(83, 189, 255)",,
1043,8475,"(83, 189, 255)",,
1044,8476,"(83, 189, 255)",,
1045,8477,"(83, 189, 255)",,
1046,8478,"(83, 189, 255)",,
1047,8479,"(83, 189, 255)",,
1048,8480,"(83, 189, 255)",,
1049,8481,"(83, 189, 255)",,
1050,8482,"(83, 189, 255)",,
1051,8483,"(83, 189, 255)",,
1052,8484,"(83, 189, 255)",,
1053,8485,"(83, 189, 255)",,
1054,8501,"(83, 189, 255)",,
1055,8502,"(83, 189, 255)",,
1056,8503,"(83, 189, 255)",,
1057,8504,"(83, 189, 255)",,
1058,8505,"(83, 189, 255)",,
1059,8506,"(83, 189, 255)",,
1060,8507,"(83, 189, 255)",,
1061,8508,"(83, 189, 255)",,
1062,8509,"(83, 189, 255)",,
1063,8510,"(83, 189, 255)",,
1064,8511,"(83, 189, 255)",,
1065,8512,"(83, 189, 255)",,
1066,8513,"(83, 189, 255)",,
1067,8514,"(83, 189, 255)",,
1068,8515,"(83, 189, 255)",,
1069,8516,"(83, 189, 255)",,
1070,8517,"(83, 189, 255)",,
1071,8518,"(83, 189, 255)",,
1072,8519,"(83, 189, 255)",,
1073,8520,"(83, 189, 255)",,
1074,8521,"(83, 189, 255)",,
1075,8522,"(83, 189, 255)",,
1076,8523,"(83, 189, 255)",,
1077,8524,"(83, 189, 255)",,
1078,8525,"(83, 189, 255)",,
1079,8526,"(83, 189, 255)",,
1080,8527,"(83, 189, 255)",,
1081,8528,"(83, 189, 255)",,
1082,8529,"(83, 189, 255)",,
1083,8530,"(83, 189, 255)",,
1084,8531,"(83, 189, 255)",,
1085,8532,"(83, 189, 255)",,
1086,8533,"(83, 189, 255)",,
1087,8534,"(83, 189, 255)",,
1088,8535,"(83, 189, 255)",,
1089,8536,"(83, 189, 255)",,
1090,8537,"(83, 189, 255)",,
1091,8538,"(83, 189, 255)",,
1092,8539,"(83, 189, 255)",,
1093,8540,"(83, 189, 255)",,
1094,8541,"(83, 189, 255)",,
1095,8542,"(83, 189, 255)",,
1096,8543,"(83, 189, 255)",,
1097,8544,"(83, 189, 255)",,
1098,8545,"(83, 189, 255)",,
1099,8546,"(83, 189, 255)",,
1100,8547,"(83, 189, 255)",,
1101,8548,"(83, 189, 255)",,
1102,8601,"(197, 233, 255)",,
1103,8602,"(197, 233, 255)",,
1104,8603,"(197, 233, 255)",,
1105,8604,"(197, 233, 255)",,
1106,8605,"(197, 233, 255)",,
1107,8606,"(197, 233, 255)",,
1108,8607,"(197, 233, 255)",,
1109,8608,"(197, 233, 255)",,
1110,8609,"(197, 233, 255)",,
1111,8701,"(197, 233, 255)",,
1112,8702,"(197, 233, 255)",,
1113,8703,"(197, 233, 255)",,
1114,8704,"(197, 233, 255)",,
1115,8705,"(197, 233, 255)",,
1116,8706,"(197, 233, 255)",,
1117,8707,"(197, 233, 255)",,
1118,8708,"(197, 233, 255)",,
1119,8709,"(197, 233, 255)",,
1120,8710,"(197, 233, 255)",,
1121,8711,"(197, 233, 255)",,
1122,8712,"(197, 233, 255)",,
1123,8713,"(197, 233, 255)",,
1124,8714,"(197, 233, 255)",,
1125,8715,"(197, 233, 255)",,
1126,8716,"(197, 233, 255)",,
1127,8801,"(197, 233, 255)",,
1128,8802,"(197, 233, 255)",,
1129,8803,"(197, 233, 255)",,
1130,8804,"(197, 233, 255)",,
1131,8805,"(197, 233, 255)",,
1132,8901,"(197, 233, 255)",,
1133,8902,"(197, 233, 255)",,
1134,8903,"(197, 233, 255)",,
1135,8904,"(197, 233, 255)",,
1136,8905,"(197, 233, 255)",,
1137,8906,"(197, 233, 255)",,
1138,8907,"(197, 233, 255)",,
1139,8908,"(197, 233, 255)",,
1140,9001,"(148, 148, 148)",,
1141,9002,"(148, 148, 148)",,
1142,9003,"(148, 148, 148)",,
1143,9004,"(148, 148, 148)",,
1144,9005,"(148, 148, 148)",,
1145,9006,"(148, 148, 148)",,
1146,9007,"(148, 148, 148)",,
1147,9008,"(148, 148, 148)",,
1148,9009,"(148, 148, 148)",,
1149,9010,"(148, 148, 148)",,
1150,9011,"(148, 148, 148)",,
1151,9012,"(148, 148, 148)",,
1152,9013,"(148, 148, 148)",,
1153,9014,"(148, 148, 148)",,
1154,9015,"(148, 148, 148)",,
1155,9016,"(148, 148, 148)",,
1156,9017,"(148, 148, 148)",,
1157,9018,"(148, 148, 148)",,
1158,9019,"(148, 148, 148)",,
1159,9020,"(148, 148, 148)",,
1160,9021,"(148, 148, 148)",,
1161,9022,"(148, 148, 148)",,
1162,9023,"(148, 148, 148)",,
1163,9024,"(148, 148, 148)",,
1164,9025,"(148, 148, 148)",,
1165,9026,"(148, 148, 148)",,
1166,9027,"(148, 148, 148)",,
1167,9028,"(148, 148, 148)",,
1168,9029,"(148, 148, 148)",,
1169,9030,"(148, 148, 148)",,
1170,9031,"(148, 148, 148)",,
1171,9032,"(148, 148, 148)",,
1172,9033,"(148, 148, 148)",,
1173,9101,"(148, 148, 148)",,
1174,9102,"(148, 148, 148)",,
1175,9103,"(148, 148, 148)",,
1176,9104,"(148, 148, 148)",,
1177,9105,"(148, 148, 148)",,
1178,9106,"(148, 148, 148)",,
1179,9107,"(148, 148, 148)",,
1180,9108,"(148, 148, 148)",,
1181,9109,"(148, 148, 148)",,
1182,9110,"(148, 148, 148)",,
1183,9111,"(148, 148, 148)",,
1184,9112,"(148, 148, 148)",,
1185,9113,"(148, 148, 148)",,
1186,9114,"(148, 148, 148)",,
1187,9201,"(148, 148, 148)",,
1188,9202,"(148, 148, 148)",,
1189,9203,"(148, 148, 148)",,
1190,9204,"(148, 148, 148)",,
1191,9205,"(148, 148, 148)",,
1192,9206,"(148, 148, 148)",,
1193,9207,"(148, 148, 148)",,
1194,9208,"(148, 148, 148)",,
1195,9209,"(148, 148, 148)",,
1196,9301,"(148, 148, 148)",,
1197,9302,"(148, 148, 148)",,
1198,9303,"(148, 148, 148)",,
1199,9304,"(148, 148, 148)",,
1200,9305,"(148, 148, 148)",,
1201,9306,"(148, 148, 148)",,
1202,9307,"(148, 148, 148)",,
1203,9401,"(148, 148, 148)",,
1204,9402,"(148, 148, 148)",,
1205,9403,"(148, 148, 148)",,
1206,9404,"(148, 148, 148)",,
1207,9405,"(148, 148, 148)",,
1208,9406,"(148, 148, 148)",,
1209,9501,"(148, 148, 148)",,
1210,9502,"(148, 148, 148)",,
1211,9503,"(148, 148, 148)",,
1212,9504,"(148, 148, 148)",,
1213,9505,"(148, 148, 148)",,
1214,9506,"(148, 148, 148)",,
1215,9507,"(148, 148, 148)",,
1216,9508,"(148, 148, 148)",,
1217,9601,"(148, 148, 148)",,
1218,9602,"(148, 148, 148)",,
1219,9603,"(148, 148, 148)",,
1220,9604,"(148, 148, 148)",,
1221,9605,"(148, 148, 148)",,
1222,9606,"(148, 148, 148)",,
1223,9607,"(148, 148, 148)",,
1224,9608,"(148, 148, 148)",,
1225,9609,"(148, 148, 148)",,
1226,9610,"(148, 148, 148)",,
1227,9611,"(148, 148, 148)",,
1228,9612,"(148, 148, 148)",,
1229,9613,"(148, 148, 148)",,
1230,9614,"(148, 148, 148)",,
1231,9615,"(148, 148, 148)",,
1232,9616,"(148, 148, 148)",,
1233,9617,"(148, 148, 148)",,
1234,9618,"(148, 148, 148)",,
1235,9701,"(148, 148, 148)",,
1236,9702,"(148, 148, 148)",,
1237,9703,"(148, 148, 148)",,
1238,9704,"(148, 148, 148)",,
1239,9705,"(148, 148, 148)",,
1240,9706,"(148, 148, 148)",,
1241,2527,"(54, 0, 27)",,